"발생일","발생시간","요일","발생지_시군구","사고내용","법정동","사망자수","중상자수","경상자수","부상신고자수","사고유형_대분류","사고유형_중분류","사고유형","가해자법규위반","노면상태_대분류","노면상태","기상상태","도로형태_대분류","도로형태","가해자차종","가해자연령","가해자성별","가해자신체상해정도","피해자차종","피해자연령","피해자성별","피해자신체상해정도","경도","위도"
"2018-01-09","21","화","성동구","사망","성수동1가","1","0","0","0","차대사람","횡단중","횡단중","보행자 보호의무 위반","포장","적설","눈","교차로","교차로횡단보도내","화물차","41-50세","남","상해없음","보행자","51-60세","여","사망","127.04466978","37.54800911"
"2018-01-10","18","수","중구","사망","쌍림동","1","0","0","1","차대사람","보도통행중","보도통행중","기타","포장","건조","맑음","단일로","기타단일로","승용차","31-40세","여","상해없음","보행자","65세이상","남","사망","127.00279841","37.56449716"
"2018-01-10","20","수","구로구","사망","오류동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","교차로","교차로내","승합차","41-50세","남","상해없음","보행자","65세이상","여","사망","126.84197833","37.49989502"
"2018-01-12","03","금","강서구","사망","개화동","1","0","0","0","차대사람","차도통행중","차도통행중","안전운전 의무 불이행","포장","건조","맑음","교차로","교차로부근","승용차","51-60세","남","상해없음","보행자","61-64세","남","사망","126.79960083","37.57954641"
"2018-01-13","01","토","영등포구","사망","여의도동","1","0","2","0","차대사람","기타","기타","과속","포장","건조","맑음","교차로","교차로내","승용차","41-50세","남","상해없음","보행자","51-60세","남","사망","126.92172944","37.52435142"
"2018-01-15","19","월","성동구","사망","하왕십리동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","기타","기타","승용차","61-70세","남","상해없음","보행자","51-60세","여","사망","127.03158891","37.56336202"
"2018-01-18","17","목","성동구","사망","행당동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","31-40세","남","상해없음","보행자","51-60세","여","사망","127.03644515","37.55992001"
"2018-01-19","03","금","금천구","사망","시흥동","1","0","1","0","차대사람","차도통행중","차도통행중","과속","포장","건조","맑음","단일로","기타단일로","승용차","61-70세","남","상해없음","보행자","61-64세","남","사망","126.89732786","37.44717251"
"2018-01-19","07","금","송파구","사망","신천동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","61-70세","남","상해없음","보행자","65세이상","여","사망","127.10550857","37.51762701"
"2018-01-20","18","토","관악구","사망","봉천동","1","0","0","0","차대사람","보도통행중","보도통행중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","51-60세","남","상해없음","보행자","65세이상","여","사망","126.94972971","37.48246402"
"2018-01-22","06","월","송파구","사망","잠실동","1","4","4","0","차대차","측면충돌","측면충돌","신호위반","포장","건조","맑음","교차로","교차로내","승용차","41-50세","남","상해없음","승합차","61-64세","남","경상","127.07034544","37.51044669"
"2018-01-22","11","월","노원구","사망","월계동","1","0","1","0","차대차","측면충돌","측면충돌","교차로 통행방법 위반","포장","건조","맑음","교차로","교차로내","건설기계","51-60세","남","상해없음","승용차","51-60세","남","경상","127.05691409","37.62904165"
"2018-01-22","12","월","강동구","사망","천호동","1","0","0","0","차대사람","기타","기타","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","51-60세","남","상해없음","보행자","61-64세","여","사망","127.12620827","37.54659183"
"2018-01-26","01","금","노원구","사망","상계동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","61-70세","남","상해없음","보행자","65세이상","남","사망","127.05533697","37.67687864"
"2018-01-26","05","금","구로구","사망","구로동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","61-70세","남","상해없음","보행자","51-60세","남","사망","126.89421030","37.49447787"
"2018-01-26","11","금","구로구","사망","구로동","1","1","0","0","차대사람","횡단중","횡단중","보행자 보호의무 위반","포장","건조","맑음","교차로","교차로횡단보도내","건설기계","61-70세","남","상해없음","보행자","65세이상","여","사망","126.89257817","37.48089508"
"2018-01-27","06","토","송파구","사망","방이동","1","0","0","0","차대사람","횡단중","횡단중","신호위반","포장","건조","맑음","단일로","기타단일로","승용차","71세이상","남","상해없음","보행자","65세이상","남","사망","127.11966340","37.51481883"
"2018-01-29","07","월","광진구","사망","구의동","1","0","0","0","차대사람","횡단중","횡단중","신호위반","포장","건조","맑음","단일로","기타단일로","화물차","61-70세","남","상해없음","보행자","21-30세","남","사망","127.08324135","37.53949856"
"2018-02-04","02","일","영등포구","사망","여의도동","1","0","0","0","차대차","측면충돌","측면충돌","안전운전 의무 불이행","포장","건조","맑음","교차로","교차로내","자전거","51-60세","남","사망","승용차","65세이상","남","상해없음","126.92151540","37.52422418"
"2018-02-04","05","일","중구","사망","흥인동","1","0","0","0","차대차","추돌","추돌","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","71세이상","남","상해없음","기타","65세이상","여","사망","127.01407266","37.56504886"
"2018-02-04","05","일","성북구","사망","동소문동2가","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","51-60세","남","상해없음","보행자","65세이상","여","사망","127.00804832","37.58920703"
"2018-02-04","07","일","영등포구","사망","대림동","1","0","0","0","차대사람","횡단중","횡단중","신호위반","포장","건조","맑음","교차로","교차로내","승합차","61-70세","남","상해없음","보행자","51-60세","여","사망","126.89764808","37.50026411"
"2018-02-04","09","일","마포구","사망","노고산동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승합차","61-70세","남","상해없음","보행자","65세이상","여","사망","126.94071835","37.55631458"
"2018-02-06","11","화","은평구","사망","갈현동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","교차로","교차로내","승용차","21-30세","남","상해없음","보행자","65세이상","여","사망","126.91705099","37.62371954"
"2018-02-06","12","화","동작구","사망","상도동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","교차로","교차로횡단보도내","승용차","71세이상","여","상해없음","보행자","51-60세","여","사망","126.93741513","37.50471459"
"2018-02-07","18","수","도봉구","사망","도봉동","1","0","0","0","차대사람","기타","기타","안전운전 의무 불이행","포장","건조","맑음","교차로","교차로부근","승용차","61-70세","남","상해없음","보행자","51-60세","남","사망","127.04449475","37.67333108"
"2018-02-07","19","수","강동구","사망","강일동","1","0","0","2","차대차","추돌","추돌","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","화물차","51-60세","남","사망","불명","불명","기타불명","기타불명","127.16794726","37.57124512"
"2018-02-07","23","수","종로구","사망","종로5가","1","0","0","0","차대사람","차도통행중","차도통행중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","31-40세","남","상해없음","보행자","65세이상","남","사망","127.00282226","37.57113118"
"2018-02-09","01","금","용산구","사망","청암동","1","0","0","0","차량단독","전도","전도","안전운전 의무 불이행","포장","젖음/습기","맑음","단일로","기타단일로","승용차","31-40세","남","사망","없음","불명","없음","없음","126.94659836","37.53434037"
"2018-02-12","12","월","서초구","사망","원지동","1","2","5","1","차대차","추돌","추돌","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승합차","51-60세","남","중상","승합차","41-50세","남","경상","127.05909257","37.44212696"
"2018-02-13","04","화","성북구","사망","하월곡동","1","0","0","0","차대사람","기타","기타","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","화물차","31-40세","남","상해없음","보행자","65세이상","여","사망","127.03686110","37.60610663"
"2018-02-14","06","수","서대문구","사망","홍은동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","41-50세","남","상해없음","보행자","65세이상","남","사망","126.93927414","37.59038756"
"2018-02-15","18","목","중구","사망","봉래동2가","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승합차","61-70세","남","상해없음","보행자","41-50세","남","사망","126.97271798","37.55574075"
"2018-02-17","12","토","송파구","사망","석촌동","1","0","0","0","차대차","측면충돌","측면충돌","안전운전 의무 불이행","포장","건조","맑음","교차로","교차로횡단보도내","화물차","21-30세","남","상해없음","자전거","21-30세","여","사망","127.10395159","37.50818457"
"2018-02-17","20","토","구로구","사망","개봉동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승합차","51-60세","남","상해없음","보행자","61-64세","남","사망","126.84639893","37.50152396"
"2018-02-19","14","월","영등포구","사망","여의도동","1","0","0","0","차대사람","횡단중","횡단중","신호위반","포장","건조","맑음","단일로","기타단일로","승용차","51-60세","남","상해없음","보행자","21-30세","여","사망","126.92416260","37.52582350"
"2018-02-21","22","수","송파구","사망","신천동","1","0","4","0","차대차","추돌","추돌","안전운전 의무 불이행","포장","건조","맑음","교차로","교차로부근","화물차","61-70세","남","사망","승용차","31-40세","남","경상","127.11278408","37.51995856"
"2018-02-23","08","금","양천구","사망","신정동","1","0","0","0","차대차","기타","기타","안전운전 의무 불이행","포장","젖음/습기","눈","단일로","기타단일로","승용차","61-70세","남","사망","건설기계","61-64세","남","기타불명","126.82728406","37.51483774"
"2018-02-23","20","금","강북구","사망","미아동","1","0","5","0","차대차","정면충돌","정면충돌","중앙선 침범","포장","건조","흐림","단일로","기타단일로","승용차","61-70세","남","사망","승합차","51-60세","남","경상","127.02426050","37.63135713"
"2018-02-24","05","토","동대문구","사망","답십리동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","교차로","교차로횡단보도내","승용차","51-60세","남","상해없음","보행자","51-60세","남","사망","127.05467495","37.56551545"
"2018-02-25","01","일","중랑구","사망","망우동","1","0","0","0","차대사람","차도통행중","차도통행중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","61-70세","남","상해없음","보행자","51-60세","남","사망","127.09769085","37.59102482"
"2018-02-25","04","일","강북구","사망","미아동","1","2","1","0","차대차","측면충돌","측면충돌","신호위반","포장","건조","맑음","교차로","교차로내","승용차","21-30세","남","상해없음","승용차","65세이상","남","중상","127.03344434","37.61078916"
"2018-02-26","05","월","동작구","사망","사당동","1","0","0","0","차대사람","기타","기타","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승합차","61-70세","남","상해없음","보행자","65세이상","여","사망","126.98190858","37.48280691"
"2018-02-27","03","화","강남구","사망","논현동","1","0","0","0","차대차","측면충돌","측면충돌","신호위반","포장","건조","맑음","교차로","교차로내","승용차","41-50세","남","상해없음","승용차","51-60세","남","사망","127.03072112","37.51394641"
"2018-02-27","10","화","노원구","사망","상계동","1","0","0","0","차대차","측면충돌","측면충돌","안전거리 미확보","포장","건조","맑음","단일로","지하차도(도로)내","자전거","71세이상","남","사망","건설기계","65세이상","남","상해없음","127.06789936","37.65776297"
"2018-02-27","22","화","서초구","사망","방배동","1","0","0","0","차대사람","기타","기타","안전운전 의무 불이행","포장","건조","흐림","단일로","기타단일로","승용차","71세이상","남","상해없음","보행자","51-60세","남","사망","126.98146130","37.47846129"
"2018-03-03","04","토","중랑구","사망","면목동","1","0","1","0","차대사람","횡단중","횡단중","과속","포장","건조","기타/불명","교차로","교차로횡단보도내","승용차","61-70세","남","상해없음","보행자","51-60세","여","사망","127.07992154","37.57436009"
"2018-03-03","08","토","광진구","사망","광장동","1","0","0","0","차량단독","공작물충돌","공작물충돌","안전운전 의무 불이행","포장","건조","맑음","단일로","교량위","승용차","41-50세","남","사망","없음","불명","없음","없음","127.10893479","37.54607890"
"2018-03-04","22","일","송파구","사망","가락동","1","0","2","0","차대차","정면충돌","정면충돌","중앙선 침범","포장","젖음/습기","비","단일로","지하차도(도로)내","원동기장치자전거","51-60세","남","사망","승합차","51-60세","남","상해없음","127.11639215","37.49600317"
"2018-03-07","03","수","동대문구","사망","전농동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","교차로","교차로횡단보도내","승용차","61-70세","남","상해없음","보행자","65세이상","여","사망","127.04499666","37.57989111"
"2018-03-07","15","수","동대문구","사망","장안동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","교차로","교차로횡단보도내","화물차","51-60세","남","상해없음","보행자","65세이상","여","사망","127.07010064","37.57872331"
"2018-03-07","20","수","관악구","사망","신림동","1","0","0","0","차대사람","횡단중","횡단중","보행자 보호의무 위반","포장","젖음/습기","비","교차로","교차로횡단보도내","승합차","61-70세","남","상해없음","보행자","65세이상","여","사망","126.91382319","37.47748709"
"2018-03-08","21","목","중랑구","사망","중화동","1","0","0","0","차대사람","차도통행중","차도통행중","안전운전 의무 불이행","포장","젖음/습기","흐림","단일로","기타단일로","화물차","51-60세","남","상해없음","보행자","51-60세","여","사망","127.07622041","37.59597919"
"2018-03-09","06","금","마포구","사망","마포동","1","0","0","0","차대차","기타","기타","과속","포장","건조","맑음","교차로","교차로부근","승합차","51-60세","남","상해없음","원동기장치자전거","31-40세","남","사망","126.94457508","37.53854919"
"2018-03-10","01","토","관악구","사망","신림동","1","0","0","0","차대사람","보도통행중","보도통행중","안전운전 의무 불이행","포장","건조","맑음","교차로","교차로횡단보도내","이륜차","31-40세","남","상해없음","보행자","51-60세","남","사망","126.93360828","37.47396013"
"2018-03-10","01","토","성북구","사망","종암동","1","0","0","0","차대사람","차도통행중","차도통행중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","61-70세","남","상해없음","보행자","21-30세","남","사망","127.03565828","37.59547506"
"2018-03-10","12","토","송파구","사망","방이동","1","0","0","0","차대사람","기타","기타","안전운전 의무 불이행","포장","건조","맑음","교차로","교차로부근","승용차","71세이상","남","상해없음","보행자","65세이상","남","사망","127.09114689","37.50961917"
"2018-03-11","03","일","성동구","사망","상왕십리동","1","0","1","0","차대차","정면충돌","정면충돌","중앙선 침범","포장","건조","맑음","단일로","기타단일로","이륜차","21-30세","남","사망","승용차","51-60세","남","경상","127.02556600","37.56500547"
"2018-03-11","21","일","노원구","사망","상계동","1","0","0","0","차대사람","기타","기타","안전운전 의무 불이행","포장","건조","맑음","기타","기타","승용차","21-30세","남","상해없음","보행자","41-50세","남","사망","127.05351955","37.68116212"
"2018-03-12","06","월","강북구","사망","번동","1","0","0","0","차대사람","횡단중","횡단중","신호위반","포장","건조","맑음","단일로","기타단일로","승용차","61-70세","남","상해없음","보행자","65세이상","여","사망","127.03073095","37.63509656"
"2018-03-13","02","화","은평구","사망","구산동","1","1","0","0","차대차","측면충돌","측면충돌","신호위반","포장","건조","맑음","교차로","교차로내","원동기장치자전거","20세이하","남","사망","승용차","65세이상","남","상해없음","126.91177010","37.61367048"
"2018-03-15","23","목","영등포구","사망","신길동","1","0","0","0","차대사람","횡단중","횡단중","과속","포장","건조","맑음","단일로","기타단일로","화물차","61-70세","남","상해없음","보행자","31-40세","여","사망","126.90003383","37.50608998"
"2018-03-16","09","금","영등포구","사망","문래동3가","1","0","0","0","차대사람","기타","기타","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승합차","61-70세","남","상해없음","보행자","65세이상","여","사망","126.89438109","37.51675117"
"2018-03-17","08","토","강남구","사망","청담동","1","3","0","0","차대차","추돌","추돌","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","71세이상","남","중상","특수차","51-60세","남","기타불명","127.04863125","37.52935729"
"2018-03-18","07","일","강남구","사망","청담동","1","1","1","0","차대차","정면충돌","정면충돌","신호위반","포장","건조","흐림","교차로","교차로내","이륜차","21-30세","남","중상","승합차","51-60세","남","경상","127.05442771","37.52526011"
"2018-03-18","17","일","성동구","사망","하왕십리동","1","0","0","0","차량단독","기타","기타","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","이륜차","51-60세","남","사망","없음","불명","없음","없음","127.03217944","37.56308495"
"2018-03-20","04","화","강남구","사망","논현동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","31-40세","남","상해없음","보행자","65세이상","남","사망","127.03675262","37.51022959"
"2018-03-20","04","화","강동구","사망","강일동","1","0","0","0","차대사람","보도통행중","보도통행중","보행자 보호의무 위반","포장","건조","맑음","교차로","교차로내","승용차","61-70세","남","상해없음","보행자","65세이상","여","사망","127.17101556","37.55927202"
"2018-03-22","12","목","강동구","사망","천호동","1","1","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","31-40세","여","상해없음","보행자","51-60세","남","사망","127.12507469","37.54011650"
"2018-03-22","18","목","중랑구","사망","신내동","1","0","0","0","차대사람","횡단중","횡단중","보행자 보호의무 위반","포장","건조","맑음","단일로","기타단일로","특수차","51-60세","남","상해없음","보행자","41-50세","남","사망","127.09313420","37.60616082"
"2018-03-23","18","금","중구","사망","오장동","1","0","0","0","차대차","측면충돌","측면충돌","안전운전 의무 불이행","포장","건조","맑음","교차로","교차로내","승용차","51-60세","남","상해없음","이륜차","21-30세","남","사망","127.00243494","37.56466688"
"2018-03-24","03","토","서초구","사망","서초동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","41-50세","남","상해없음","보행자","21-30세","여","사망","127.00851571","37.49045686"
"2018-03-26","05","월","양천구","사망","신정동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","젖음/습기","안개","단일로","기타단일로","승용차","61-70세","남","상해없음","보행자","65세이상","여","사망","126.85168062","37.52265367"
"2018-03-26","17","월","동대문구","사망","휘경동","1","0","0","0","차대차","측면충돌","측면충돌","교차로 통행방법 위반","포장","건조","맑음","교차로","교차로내","화물차","31-40세","남","상해없음","자전거","65세이상","남","사망","127.06881567","37.58944466"
"2018-04-01","00","일","동대문구","사망","장안동","1","0","0","0","차대사람","기타","기타","안전운전 의무 불이행","포장","건조","맑음","교차로","교차로부근","승용차","41-50세","남","상해없음","보행자","31-40세","남","사망","127.07080534","37.57236236"
"2018-04-02","01","월","서대문구","사망","홍은동","1","0","0","0","차대차","정면충돌","정면충돌","중앙선 침범","포장","건조","맑음","단일로","기타단일로","이륜차","61-70세","남","사망","승용차","61-64세","남","상해없음","126.94125496","37.59209148"
"2018-04-05","22","목","서초구","사망","양재동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","젖음/습기","비","단일로","기타단일로","화물차","51-60세","남","상해없음","보행자","31-40세","남","사망","127.00685685","37.49501082"
"2018-04-06","01","금","강남구","사망","신사동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","기타","비","교차로","교차로부근","승용차","51-60세","남","상해없음","보행자","21-30세","남","사망","127.02566494","37.51901888"
"2018-04-06","12","금","동대문구","사망","전농동","1","0","0","0","차대차","측면충돌","측면충돌","기타","포장","건조","맑음","교차로","교차로내","승용차","51-60세","여","상해없음","이륜차","61-64세","남","사망","127.05122881","37.58314179"
"2018-04-07","19","토","금천구","사망","시흥동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","화물차","41-50세","남","상해없음","보행자","65세이상","남","사망","126.90085176","37.45326561"
"2018-04-08","09","일","강동구","사망","성내동","1","0","0","0","차대사람","길가장자리구역통행중","길가장자리구역통행중","안전운전 의무 불이행","포장","건조","맑음","단일로","지하차도(도로)내","승용차","31-40세","여","상해없음","보행자","41-50세","남","사망","127.13632883","37.53026382"
"2018-04-10","11","화","마포구","사망","서교동","1","0","0","0","차대사람","기타","기타","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승합차","51-60세","남","상해없음","보행자","65세이상","여","사망","126.92045634","37.55432404"
"2018-04-10","21","화","강북구","사망","수유동","1","0","0","0","차대사람","기타","기타","안전운전 의무 불이행","포장","젖음/습기","비","교차로","교차로부근","승용차","41-50세","남","상해없음","보행자","31-40세","여","사망","127.01052113","37.64570430"
"2018-04-12","21","목","송파구","사망","가락동","1","0","0","0","차대차","정면충돌","정면충돌","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","31-40세","여","상해없음","승용차","41-50세","남","상해없음","127.11340006","37.49048609"
"2018-04-13","14","금","동작구","사망","노량진동","1","0","0","0","차대사람","횡단중","횡단중","신호위반","포장","건조","맑음","단일로","기타단일로","승용차","41-50세","남","상해없음","보행자","65세이상","남","사망","126.93849165","37.51355298"
"2018-04-13","21","금","서대문구","사망","홍제동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","흐림","단일로","기타단일로","승용차","20세이하","남","상해없음","보행자","65세이상","여","사망","126.95210333","37.59561250"
"2018-04-14","05","토","동작구","사망","흑석동","1","0","0","0","차대사람","기타","기타","안전운전 의무 불이행","포장","젖음/습기","비","단일로","기타단일로","이륜차","21-30세","남","상해없음","보행자","51-60세","남","사망","126.96435137","37.50823792"
"2018-04-15","02","일","송파구","사망","풍납동","1","0","3","0","차대사람","기타","기타","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","51-60세","남","상해없음","보행자","13-20세","남","사망","127.10530438","37.52631541"
"2018-04-16","17","월","송파구","사망","문정동","1","0","0","0","차대사람","길가장자리구역통행중","길가장자리구역통행중","안전운전 의무 불이행","포장","건조","맑음","교차로","교차로내","승용차","51-60세","남","상해없음","보행자","61-64세","여","사망","127.12420245","37.48833964"
"2018-04-17","17","화","동작구","사망","상도1동","1","0","0","0","차대사람","차도통행중","차도통행중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승합차","61-70세","남","상해없음","보행자","12세이하","여","사망","126.95096537","37.50680640"
"2018-04-21","11","토","중구","사망","을지로5가","1","0","0","0","차대사람","차도통행중","차도통행중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","51-60세","남","상해없음","보행자","65세이상","남","사망","127.00228037","37.56577489"
"2018-04-22","20","일","강동구","사망","성내동","1","0","0","0","차대사람","횡단중","횡단중","보행자 보호의무 위반","포장","젖음/습기","비","단일로","기타단일로","승용차","61-70세","남","상해없음","보행자","65세이상","남","사망","127.13250884","37.53145080"
"2018-04-24","23","화","영등포구","사망","영등포동5가","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","51-60세","남","상해없음","보행자","61-64세","남","사망","126.90799578","37.51939806"
"2018-04-25","04","수","노원구","사망","상계동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","교차로","교차로내","승용차","61-70세","남","기타불명","보행자","65세이상","남","사망","127.07808654","37.66666899"
"2018-04-27","16","금","송파구","사망","신천동","1","0","0","0","차대차","측면충돌","측면충돌","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","61-70세","여","사망","승용차","31-40세","남","상해없음","127.10626731","37.51321288"
"2018-04-28","01","토","은평구","사망","응암동","1","0","0","0","차대사람","기타","기타","안전운전 의무 불이행","포장","건조","맑음","교차로","교차로부근","승용차","61-70세","남","상해없음","보행자","51-60세","남","사망","126.92488832","37.59487011"
"2018-04-28","02","토","성북구","사망","종암동","1","0","0","0","차대차","기타","기타","신호위반","포장","건조","맑음","교차로","교차로부근","이륜차","20세이하","남","상해없음","이륜차","13-20세","남","상해없음","127.03386968","37.60073006"
"2018-04-28","21","토","구로구","사망","구로동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","31-40세","여","상해없음","보행자","65세이상","남","사망","126.87132931","37.49533178"
"2018-05-03","00","목","종로구","사망","창신동","1","0","0","0","차대사람","차도통행중","차도통행중","신호위반","포장","건조","맑음","단일로","기타단일로","승용차","51-60세","남","상해없음","보행자","51-60세","남","사망","127.01409247","37.57245802"
"2018-05-03","04","목","중구","사망","신당동","1","0","0","0","차대차","측면충돌","측면충돌","안전운전 의무 불이행","포장","젖음/습기","흐림","교차로","교차로부근","이륜차","41-50세","남","사망","이륜차","31-40세","여","기타불명","127.01174167","37.56480489"
"2018-05-03","05","목","서초구","사망","잠원동","1","0","3","0","차대차","추돌","추돌","안전운전 의무 불이행","포장","젖음/습기","맑음","단일로","기타단일로","화물차","61-70세","남","경상","화물차","41-50세","남","사망","127.00754395","37.51613248"
"2018-05-03","17","목","동작구","사망","흑석동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승합차","61-70세","남","상해없음","보행자","51-60세","남","사망","126.96532864","37.50447468"
"2018-05-08","19","화","서초구","사망","잠원동","1","0","0","0","차대차","측면충돌","측면충돌","신호위반","포장","건조","맑음","교차로","교차로내","이륜차","41-50세","남","사망","승합차","31-40세","남","상해없음","127.01331812","37.50868417"
"2018-05-09","08","수","강동구","사망","암사동","1","0","0","0","차대차","기타","기타","안전운전 의무 불이행","포장","건조","맑음","교차로","교차로내","건설기계","51-60세","남","상해없음","자전거","13-20세","남","사망","127.14452275","37.55655427"
"2018-05-09","17","수","도봉구","사망","도봉동","1","0","0","0","차대차","기타","기타","안전운전 의무 불이행","포장","건조","맑음","교차로","교차로부근","자전거","51-60세","남","사망","승용차","41-50세","여","상해없음","127.03474960","37.67766451"
"2018-05-11","04","금","마포구","사망","공덕동","1","0","0","0","차대사람","횡단중","횡단중","과속","포장","건조","맑음","단일로","기타단일로","승용차","51-60세","남","상해없음","보행자","65세이상","남","사망","126.95272362","37.54646503"
"2018-05-12","19","토","중랑구","사망","상봉동","1","0","0","0","차대사람","기타","기타","안전운전 의무 불이행","포장","젖음/습기","비","교차로","교차로내","승합차","41-50세","남","상해없음","보행자","65세이상","남","사망","127.08575524","37.59657188"
"2018-05-13","22","일","서대문구","사망","홍제동","1","0","0","0","차대사람","차도통행중","차도통행중","기타","포장","건조","맑음","단일로","기타단일로","승합차","51-60세","남","상해없음","보행자","51-60세","남","사망","126.95137361","37.58082709"
"2018-05-14","03","월","마포구","사망","상수동","1","0","0","0","차대차","측면충돌","측면충돌","중앙선 침범","포장","건조","맑음","교차로","교차로부근","승용차","61-70세","남","상해없음","이륜차","13-20세","남","사망","126.92040491","37.54780705"
"2018-05-15","20","화","마포구","사망","아현동","1","0","0","0","차대차","측면충돌","측면충돌","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","자전거","31-40세","남","사망","승용차","41-50세","남","상해없음","126.95646608","37.55333256"
"2018-05-17","01","목","영등포구","사망","문래동5가","1","0","0","0","차량단독","공작물충돌","공작물충돌","안전운전 의무 불이행","포장","젖음/습기","비","교차로","교차로내","승용차","41-50세","남","사망","없음","불명","없음","없음","126.88731970","37.51401971"
"2018-05-17","01","목","양천구","사망","목동","1","0","0","0","차대차","측면충돌","측면충돌","안전운전 의무 불이행","포장","젖음/습기","비","교차로","교차로내","승용차","41-50세","여","상해없음","이륜차","21-30세","남","사망","126.88004844","37.54218497"
"2018-05-18","03","금","송파구","사망","가락동","1","0","0","0","차대차","추돌","추돌","안전운전 의무 불이행","포장","젖음/습기","비","단일로","기타단일로","승용차","61-70세","남","상해없음","화물차","21-30세","남","상해없음","127.13630869","37.49710273"
"2018-05-18","23","금","서대문구","사망","남가좌동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","20세이하","남","상해없음","보행자","51-60세","남","사망","126.91495908","37.56961078"
