"발생일","발생시간","요일","발생지_시군구","사고내용","법정동","사망자수","중상자수","경상자수","부상신고자수","사고유형_대분류","사고유형_중분류","사고유형","가해자법규위반","노면상태_대분류","노면상태","기상상태","도로형태_대분류","도로형태","가해자차종","가해자연령","가해자성별","가해자신체상해정도","피해자차종","피해자연령","피해자성별","피해자신체상해정도","경도","위도"
"2012-01-01","01","일","은평구","사망","불광동","1","0","0","0","차대사람","차도통행중","차도통행중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","21-30세","남","상해없음","보행자","65세이상","남","사망","126.93187672","37.61284962"
"2012-01-01","02","일","중구","사망","입정동","1","0","3","0","차대차","측면충돌","측면충돌","신호위반","비포장","건조","맑음","교차로","교차로내","승합차","51-60세","남","상해없음","승용차","51-60세","남","경상","126.99234479","37.56818425"
"2012-01-01","02","일","서초구","사망","양재동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","교차로","교차로부근","승용차","61-70세","남","상해없음","보행자","51-60세","남","사망","127.03484660","37.48369509"
"2012-01-01","18","일","영등포구","사망","영등포동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","흐림","단일로","기타단일로","승합차","41-50세","남","상해없음","보행자","65세이상","남","사망","126.90348592","37.52015053"
"2012-01-03","07","화","관악구","사망","봉천동","1","0","1","0","차대차","기타","기타","안전거리 미확보","포장","건조","맑음","단일로","기타단일로","승용차","41-50세","남","상해없음","이륜차","13-20세","남","사망","126.93730921","37.46454058"
"2012-01-03","19","화","도봉구","사망","방학동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","젖음/습기","흐림","단일로","기타단일로","화물차","41-50세","남","상해없음","보행자","65세이상","남","사망","127.03458713","37.66191758"
"2012-01-04","05","수","강남구","사망","도곡동","1","0","0","0","차대사람","기타","기타","신호위반","포장","건조","맑음","단일로","기타단일로","승용차","61-70세","남","상해없음","보행자","61-64세","남","사망","127.05242269","37.48956775"
"2012-01-06","01","금","종로구","사망","숭인동","1","0","0","0","차대사람","차도통행중","차도통행중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","61-70세","남","상해없음","보행자","65세이상","남","사망","127.01723415","37.57346239"
"2012-01-07","09","토","동작구","사망","신대방동","1","2","0","0","차대차","추돌","진행중 추돌","안전운전 의무 불이행","포장","기타","맑음","단일로","횡단보도상","승용차","61-70세","남","상해없음","승용차","41-50세","남","중상","126.90622325","37.48887835"
"2012-01-07","23","일","강남구","사망","대치동","1","0","0","0","차대차","측면충돌","측면충돌","신호위반","포장","건조","맑음","교차로","교차로내","자전거","61-70세","여","사망","승용차","41-50세","남","상해없음","127.05085267","37.50051332"
"2012-01-11","20","수","송파구","사망","문정동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","횡단보도상","승합차","41-50세","남","상해없음","보행자","65세이상","남","사망","127.12215257","37.48658446"
"2012-01-11","21","수","중랑구","사망","망우동","1","0","0","0","차대사람","횡단중","횡단중","신호위반","포장","건조","맑음","교차로","교차로부근","승용차","61-70세","남","상해없음","보행자","65세이상","여","사망","127.09320030","37.59818414"
"2012-01-12","04","목","관악구","사망","봉천동","1","0","0","0","차대사람","횡단중","횡단중","과속","포장","건조","맑음","단일로","횡단보도상","승용차","61-70세","남","상해없음","보행자","51-60세","남","사망","126.94352222","37.48218256"
"2012-01-13","16","화","강서구","사망","외발산동","1","0","0","0","차량단독","기타","기타","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","이륜차","51-60세","남","사망","없음","불명","없음","없음","126.82199465","37.54415531"
"2012-01-14","18","토","중구","사망","묵정동","1","0","0","0","차대사람","기타","기타","신호위반","포장","건조","맑음","교차로","교차로부근","화물차","51-60세","남","상해없음","보행자","65세이상","남","사망","126.99862395","37.56224416"
"2012-01-15","00","일","마포구","사망","서교동","1","0","0","0","차대사람","기타","기타","안전운전 의무 불이행","포장","건조","맑음","단일로","횡단보도부근","승합차","51-60세","남","상해없음","보행자","13-20세","남","사망","126.91969020","37.55384256"
"2012-01-15","03","일","구로구","사망","신도림동","1","1","0","0","차대차","측면충돌","측면충돌","과속","포장","건조","맑음","단일로","기타단일로","승용차","41-50세","남","상해없음","승용차","21-30세","남","중상","126.88126985","37.51491656"
"2012-01-15","06","일","강동구","사망","상일동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","횡단보도부근","승용차","41-50세","남","상해없음","보행자","61-64세","남","사망","127.17413691","37.54710338"
"2012-01-15","12","일","양천구","사망","신월동","1","1","0","0","차대차","측면충돌","측면충돌","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","71세이상","여","사망","승용차","31-40세","남","기타불명","126.82485800","37.53292294"
"2012-01-16","17","월","마포구","사망","도화동","1","0","0","0","차대사람","차도통행중","차도통행중","보행자 보호의무 위반","포장","기타","맑음","교차로","교차로부근","화물차","61-70세","남","상해없음","보행자","65세이상","남","사망","126.94737123","37.54004052"
"2012-01-18","11","수","관악구","사망","봉천동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","횡단보도부근","화물차","41-50세","남","상해없음","보행자","65세이상","여","사망","126.94253422","37.47967213"
"2012-01-18","18","수","중구","사망","중림동","1","0","0","0","차대사람","횡단중","횡단중","보행자 보호의무 위반","포장","건조","맑음","단일로","기타단일로","승합차","61-70세","여","상해없음","보행자","61-64세","여","사망","126.96499590","37.55899593"
"2012-01-19","02","목","서대문구","사망","연희동","1","0","0","0","차량단독","공작물충돌","공작물충돌","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","31-40세","남","사망","없음","불명","없음","없음","126.92207389","37.57209748"
"2012-01-19","02","목","동대문구","사망","청량리동","1","0","0","0","차량단독","공작물충돌","공작물충돌","안전운전 의무 불이행","포장","건조","맑음","교차로","교차로부근","승용차","21-30세","남","사망","없음","불명","없음","없음","127.04248125","37.59118426"
"2012-01-20","00","금","강서구","사망","화곡동","1","0","0","0","차대차","기타","기타","안전운전 의무 불이행","포장","젖음/습기","비","단일로","기타단일로","화물차","41-50세","남","상해없음","원동기장치자전거","21-30세","남","상해없음","126.83915869","37.54125115"
"2012-01-20","23","금","영등포구","사망","신길동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","횡단보도부근","승용차","31-40세","남","상해없음","보행자","61-64세","남","사망","126.92024942","37.51378934"
"2012-01-21","02","토","용산구","사망","용산동3가","1","0","0","0","차대사람","길가장자리구역통행중","길가장자리구역통행중","안전운전 의무 불이행","포장","젖음/습기","흐림","교차로","교차로내","승용차","41-50세","남","상해없음","보행자","51-60세","남","사망","126.97369623","37.53415778"
"2012-01-22","04","일","강남구","사망","논현동","1","1","2","0","차대차","기타","기타","안전운전 의무 불이행","포장","건조","맑음","교차로","교차로부근","원동기장치자전거","21-30세","남","사망","승용차","51-60세","남","경상","127.02140530","37.51089850"
"2012-01-25","00","수","동작구","사망","대방동","1","3","1","0","차대차","기타","기타","중앙선 침범","포장","적설","눈","단일로","기타단일로","승용차","21-30세","남","사망","승합차","51-60세","남","경상","126.92883079","37.51322724"
"2012-01-26","10","목","강서구","사망","외발산동","1","0","0","0","차대사람","기타","기타","보행자 보호의무 위반","포장","건조","맑음","교차로","교차로부근","건설기계","31-40세","남","상해없음","보행자","31-40세","여","사망","126.82674655","37.55953237"
"2012-01-26","14","목","용산구","사망","한남동","1","0","0","0","차량단독","공작물충돌","공작물충돌","안전운전 의무 불이행","포장","젖음/습기","맑음","단일로","기타단일로","이륜차","51-60세","남","사망","없음","불명","없음","없음","127.00556724","37.52759847"
"2012-01-26","15","목","양천구","사망","신정동","1","0","0","0","차대차","기타","기타","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","자전거","71세이상","남","사망","승합차","61-64세","남","상해없음","126.86739339","37.51668181"
"2012-01-27","16","금","은평구","사망","녹번동","1","1","1","0","차대사람","보도통행중","보도통행중","기타","포장","건조","맑음","단일로","기타단일로","승용차","41-50세","여","상해없음","보행자","41-50세","여","사망","126.93158053","37.60859388"
"2012-01-28","13","토","광진구","사망","구의동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","횡단보도부근","승합차","41-50세","남","상해없음","보행자","65세이상","남","사망","127.09463121","37.53484214"
"2012-01-30","09","월","강북구","사망","미아동","1","0","0","0","차대차","기타","기타","안전운전 의무 불이행","포장","건조","맑음","교차로","교차로내","자전거","71세이상","남","사망","승용차","65세이상","남","상해없음","127.01927383","37.62432450"
"2012-02-01","19","수","동대문구","사망","답십리동","1","0","0","0","차대사람","기타","기타","안전운전 의무 불이행","포장","서리/결빙","맑음","단일로","기타단일로","화물차","31-40세","남","상해없음","보행자","51-60세","남","사망","127.05784743","37.57284633"
"2012-02-03","05","금","광진구","사망","광장동","1","0","0","0","차량단독","공작물충돌","공작물충돌","안전운전 의무 불이행","포장","건조","맑음","단일로","교량위","승용차","51-60세","남","사망","없음","불명","없음","없음","127.11062107","37.54856049"
"2012-02-03","06","금","영등포구","사망","대림동","1","0","0","0","차량단독","공작물충돌","공작물충돌","안전운전 의무 불이행","포장","서리/결빙","맑음","단일로","기타단일로","승용차","31-40세","남","사망","없음","불명","없음","없음","126.89774941","37.48764566"
"2012-02-03","22","금","관악구","사망","봉천동","1","0","0","0","차대사람","기타","기타","안전운전 의무 불이행","포장","젖음/습기","맑음","단일로","횡단보도상","승용차","41-50세","남","상해없음","보행자","65세이상","남","사망","126.92985536","37.48860717"
"2012-02-04","06","토","동작구","사망","노량진동","1","0","0","0","차대사람","기타","기타","안전운전 의무 불이행","포장","서리/결빙","맑음","단일로","기타단일로","승용차","61-70세","남","상해없음","보행자","51-60세","남","사망","126.93951585","37.51580222"
"2012-02-04","12","토","동대문구","사망","휘경동","1","0","0","0","차대사람","기타","기타","안전운전 의무 불이행","포장","젖음/습기","맑음","단일로","기타단일로","승용차","21-30세","남","상해없음","보행자","65세이상","여","사망","127.05820995","37.59007243"
"2012-02-04","13","토","양천구","사망","신월동","1","0","0","0","차대사람","차도통행중","차도통행중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승합차","41-50세","남","상해없음","보행자","65세이상","남","사망","126.83530782","37.52492419"
"2012-02-05","14","일","은평구","사망","수색동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승합차","31-40세","남","상해없음","보행자","65세이상","여","사망","126.88493899","37.58895420"
"2012-02-06","07","월","중랑구","사망","면목동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승합차","61-70세","남","상해없음","보행자","41-50세","남","사망","127.07954187","37.58146136"
"2012-02-06","13","월","관악구","사망","신림동","1","0","0","0","차대사람","길가장자리구역통행중","길가장자리구역통행중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","화물차","51-60세","남","상해없음","보행자","65세이상","여","사망","126.93088726","37.46739417"
"2012-02-06","20","월","노원구","사망","상계동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","51-60세","남","상해없음","보행자","61-64세","여","사망","127.07591700","37.66535427"
"2012-02-06","20","월","도봉구","사망","쌍문동","1","0","0","0","차대차","측면충돌","측면충돌","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","이륜차","21-30세","남","사망","승합차","41-50세","남","상해없음","127.03406541","37.64743106"
"2012-02-07","11","화","강동구","사망","천호동","1","0","0","0","차대차","측면충돌","측면충돌","중앙선 침범","포장","건조","맑음","단일로","기타단일로","특수차","51-60세","남","상해없음","원동기장치자전거","41-50세","남","사망","127.12711893","37.54785660"
"2012-02-09","01","목","강동구","사망","천호동","1","0","1","0","차대차","기타","기타","신호위반","포장","건조","맑음","교차로","교차로내","원동기장치자전거","20세이하","남","사망","승용차","51-60세","여","상해없음","127.13422161","37.53532294"
"2012-02-09","05","목","성북구","사망","보문동7가","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","횡단보도상","승용차","51-60세","남","상해없음","보행자","65세이상","남","사망","127.02203735","37.58029612"
"2012-02-09","15","목","광진구","사망","자양동","1","1","0","0","차대차","추돌","주정차중 추돌","안전운전 의무 불이행","포장","기타","맑음","단일로","기타단일로","화물차","51-60세","남","사망","화물차","31-40세","남","중상","127.07764445","37.52836496"
"2012-02-10","05","금","영등포구","사망","영등포동6가","1","0","0","0","차대사람","기타","기타","안전운전 의무 불이행","포장","젖음/습기","맑음","단일로","기타단일로","승용차","61-70세","남","상해없음","보행자","65세이상","여","사망","126.90352989","37.52031299"
"2012-02-11","01","금","종로구","사망","종로5가","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","횡단보도부근","승용차","51-60세","남","상해없음","보행자","51-60세","남","사망","127.00387579","37.57107252"
"2012-02-11","17","토","동대문구","사망","신설동","1","0","0","0","차대사람","차도통행중","차도통행중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승합차","51-60세","남","상해없음","보행자","51-60세","남","사망","127.02572215","37.57430801"
"2012-02-12","05","일","강북구","사망","미아동","1","0","0","0","차대사람","차도통행중","차도통행중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","51-60세","남","상해없음","보행자","41-50세","남","사망","127.03680975","37.61256004"
"2012-02-12","23","일","성동구","사망","성수동2가","1","0","0","0","차대차","정면충돌","정면충돌","중앙선 침범","포장","건조","맑음","단일로","기타단일로","승용차","51-60세","남","상해없음","원동기장치자전거","31-40세","남","사망","127.04617672","37.55153019"
"2012-02-13","11","월","광진구","사망","중곡동","1","0","0","0","차대차","기타","기타","안전운전 의무 불이행","포장","건조","맑음","교차로","교차로내","이륜차","61-70세","남","사망","화물차","41-50세","남","상해없음","127.07365255","37.55960054"
"2012-02-13","14","월","구로구","사망","가리봉동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","횡단보도상","건설기계","51-60세","남","상해없음","보행자","65세이상","여","사망","126.88711205","37.48266956"
"2012-02-13","19","월","성북구","사망","종암동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","이륜차","20세이하","남","상해없음","보행자","51-60세","남","사망","127.03636220","37.59156599"
"2012-02-14","06","화","영등포구","사망","영등포동4가","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","횡단보도상","승합차","51-60세","남","상해없음","보행자","65세이상","남","사망","126.90468820","37.51980507"
"2012-02-15","03","수","금천구","사망","독산동","1","0","0","0","차대차","측면충돌","측면충돌","안전운전 의무 불이행","포장","건조","맑음","교차로","교차로내","자전거","51-60세","여","사망","승용차","51-60세","남","상해없음","126.89847792","37.47578752"
"2012-02-16","14","목","마포구","사망","성산동","1","0","0","0","차대사람","기타","기타","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","41-50세","남","상해없음","보행자","65세이상","여","사망","126.91140001","37.56428417"
"2012-02-17","16","금","영등포구","사망","당산동5가","1","0","0","0","차대사람","기타","기타","안전운전 의무 불이행","포장","건조","맑음","기타/불명","기타/불명","화물차","21-30세","남","상해없음","보행자","65세이상","여","사망","126.90294490","37.53549778"
"2012-02-17","23","금","중구","사망","서소문동","1","0","0","0","차대차","정면충돌","정면충돌","중앙선 침범","포장","건조","맑음","단일로","기타단일로","승용차","41-50세","남","상해없음","승용차","51-60세","남","사망","126.97295169","37.56274526"
"2012-02-19","18","일","도봉구","사망","도봉동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","41-50세","남","상해없음","보행자","61-64세","여","사망","127.04637017","37.67447399"
"2012-02-20","06","월","강남구","사망","역삼동","1","0","0","0","차대차","추돌","진행중 추돌","중앙선 침범","포장","건조","맑음","단일로","기타단일로","자전거","41-50세","남","사망","승용차","31-40세","남","상해없음","127.04406957","37.49969414"
"2012-02-20","17","월","은평구","사망","수색동","1","0","0","0","차대사람","보도통행중","보도통행중","신호위반","포장","건조","흐림","단일로","횡단보도상","승합차","41-50세","남","상해없음","보행자","65세이상","남","사망","126.88457751","37.58883514"
"2012-02-22","17","수","노원구","사망","상계동","1","0","0","0","차대사람","차도통행중","차도통행중","안전운전 의무 불이행","포장","건조","맑음","교차로","교차로내","승용차","21-30세","남","상해없음","보행자","12세이하","남","사망","127.05724800","37.66443842"
"2012-02-22","21","수","영등포구","사망","영등포동3가","1","0","0","0","차대사람","기타","기타","안전운전 의무 불이행","포장","건조","맑음","단일로","횡단보도부근","승용차","51-60세","남","상해없음","보행자","61-64세","남","사망","126.90951515","37.51901808"
"2012-02-23","03","목","송파구","사망","잠실동","1","1","0","0","차량단독","공작물충돌","공작물충돌","안전운전 의무 불이행","포장","젖음/습기","흐림","단일로","기타단일로","화물차","41-50세","남","중상","없음","불명","없음","없음","127.08227078","37.51665476"
"2012-02-24","14","금","성북구","사망","안암동5가","1","0","0","0","차대차","측면충돌","측면충돌","안전운전 의무 불이행","포장","건조","맑음","교차로","교차로내","자전거","71세이상","남","사망","화물차","41-50세","남","상해없음","127.03098263","37.58420779"
"2012-02-25","02","토","중랑구","사망","면목동","1","0","0","0","차대차","기타","기타","안전운전 의무 불이행","포장","젖음/습기","흐림","단일로","기타단일로","불명","불명","기타불명","기타불명","승용차","41-50세","남","상해없음","127.07962218","37.60141746"
"2012-02-25","09","토","강서구","사망","공항동","1","0","0","0","차대사람","횡단중","횡단중","신호위반","포장","건조","맑음","단일로","횡단보도상","승용차","21-30세","남","상해없음","보행자","21-30세","여","사망","126.80552426","37.56488057"
"2012-02-28","23","화","용산구","사망","동자동","1","0","3","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승합차","41-50세","남","상해없음","보행자","31-40세","남","사망","126.97236719","37.55250334"
"2012-02-29","22","수","동작구","사망","사당동","1","0","0","0","차대사람","기타","기타","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승합차","51-60세","남","상해없음","보행자","65세이상","여","사망","126.96940062","37.48543835"
"2012-03-02","11","금","중랑구","사망","묵동","1","6","0","0","차대차","추돌","주정차중 추돌","안전운전 의무 불이행","포장","젖음/습기","비","단일로","기타단일로","승용차","21-30세","남","사망","화물차","12세이하","남","상해없음","127.07209291","37.61647889"
"2012-03-02","19","금","양천구","사망","목동","1","0","0","0","차대사람","횡단중","횡단중","보행자 보호의무 위반","포장","건조","맑음","단일로","횡단보도상","승합차","41-50세","남","상해없음","보행자","21-30세","남","사망","126.87256315","37.52903083"
"2012-03-05","22","월","종로구","사망","행촌동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","젖음/습기","비","단일로","기타단일로","승용차","51-60세","남","상해없음","보행자","41-50세","남","사망","126.96405074","37.57239466"
"2012-03-06","01","화","강남구","사망","역삼동","1","1","2","0","차대사람","차도통행중","차도통행중","안전운전 의무 불이행","포장","젖음/습기","비","단일로","기타단일로","승용차","31-40세","남","상해없음","보행자","41-50세","남","사망","127.04150143","37.50524558"
"2012-03-06","02","화","성동구","사망","행당동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","젖음/습기","비","단일로","횡단보도상","승용차","51-60세","남","상해없음","보행자","51-60세","남","사망","127.03868584","37.55827030"
"2012-03-07","00","수","은평구","사망","녹번동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","횡단보도상","승용차","61-70세","남","상해없음","보행자","61-64세","여","사망","126.93516463","37.60208539"
"2012-03-07","22","화","서초구","사망","양재동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","51-60세","여","상해없음","보행자","31-40세","남","사망","127.03755973","37.46191078"
"2012-03-09","11","금","중랑구","사망","면목동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","자전거","61-70세","남","상해없음","보행자","65세이상","여","사망","127.09269214","37.58957453"
"2012-03-09","14","금","금천구","사망","시흥동","1","0","0","0","차량단독","공작물충돌","공작물충돌","안전운전 의무 불이행","포장","건조","맑음","교차로","교차로부근","이륜차","51-60세","남","사망","없음","불명","없음","없음","126.90340326","37.44234500"
"2012-03-09","19","금","구로구","사망","개봉동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","교차로","교차로부근","승용차","31-40세","여","상해없음","보행자","65세이상","남","사망","126.85623247","37.48810274"
"2012-03-09","19","금","양천구","사망","신월동","1","0","0","0","차대사람","차도통행중","차도통행중","안전운전 의무 불이행","포장","건조","흐림","교차로","교차로내","화물차","31-40세","남","상해없음","보행자","65세이상","남","사망","126.83840834","37.52111988"
"2012-03-10","04","토","서초구","사망","잠원동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","횡단보도상","승용차","21-30세","남","상해없음","보행자","65세이상","여","사망","127.02001521","37.51064048"
"2012-03-10","22","토","노원구","사망","상계동","1","1","0","0","차대사람","횡단중","횡단중","과속","포장","건조","맑음","교차로","교차로내","승용차","41-50세","남","상해없음","보행자","51-60세","남","사망","127.07977816","37.66829743"
"2012-03-12","23","월","중랑구","사망","망우동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","횡단보도상","승용차","51-60세","남","상해없음","보행자","51-60세","남","사망","127.10039540","37.59999339"
"2012-03-13","23","화","관악구","사망","봉천동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","61-70세","남","상해없음","보행자","41-50세","여","사망","126.96883944","37.47523243"
"2012-03-14","23","수","서초구","사망","방배동","1","1","0","0","차대차","기타","기타","중앙선 침범","포장","건조","맑음","교차로","교차로부근","이륜차","51-60세","남","중상","승용차","51-60세","남","상해없음","126.99741863","37.47358177"
"2012-03-15","01","목","영등포구","사망","여의도동","1","0","0","0","차대사람","보도통행중","보도통행중","기타","포장","건조","맑음","단일로","기타단일로","화물차","31-40세","남","상해없음","보행자","41-50세","남","사망","126.91776616","37.52610761"
"2012-03-15","17","목","동대문구","사망","제기동","1","0","0","0","차대사람","기타","기타","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승합차","41-50세","남","상해없음","보행자","65세이상","여","사망","127.03579980","37.57816077"
"2012-03-16","19","금","은평구","사망","역촌동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","젖음/습기","비","단일로","기타단일로","승용차","51-60세","남","상해없음","보행자","51-60세","남","사망","126.91560478","37.60290051"
"2012-03-19","01","월","구로구","사망","구로동","1","0","2","0","차대차","추돌","진행중 추돌","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","화물차","31-40세","남","사망","화물차","51-60세","남","경상","126.87401635","37.50545922"
"2012-03-19","02","월","도봉구","사망","창동","1","0","0","0","차량단독","공작물충돌","공작물충돌","안전운전 의무 불이행","포장","건조","맑음","기타/불명","기타/불명","이륜차","41-50세","남","사망","없음","불명","없음","없음","127.04782135","37.64835888"
"2012-03-19","22","월","서초구","사망","반포동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승합차","61-70세","남","상해없음","보행자","51-60세","남","사망","127.01567858","37.50409695"
"2012-03-20","00","화","강남구","사망","대치동","1","2","0","1","차대차","측면충돌","측면충돌","과속","포장","건조","맑음","교차로","교차로내","승용차","21-30세","여","부상신고","승용차","51-60세","남","중상","127.06514815","37.50523585"
"2012-03-20","02","화","강남구","사망","역삼동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","21-30세","남","상해없음","보행자","31-40세","남","사망","127.04039514","37.50668346"
"2012-03-23","19","금","영등포구","사망","신길동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","젖음/습기","비","단일로","횡단보도상","승용차","21-30세","남","상해없음","보행자","65세이상","여","사망","126.90451852","37.49843314"
"2012-03-23","19","금","금천구","사망","가산동","1","0","0","0","차대사람","기타","기타","보행자 보호의무 위반","포장","젖음/습기","비","교차로","교차로부근","승용차","20세이하","남","상해없음","보행자","51-60세","남","사망","126.88231614","37.48268965"
"2012-03-24","17","토","중랑구","사망","묵동","1","0","0","0","차대사람","길가장자리구역통행중","길가장자리구역통행중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","건설기계","51-60세","남","상해없음","보행자","65세이상","여","사망","127.07782962","37.61190270"
"2012-03-24","21","토","마포구","사망","망원동","1","0","0","0","차대사람","기타","기타","신호위반","포장","건조","맑음","교차로","교차로내","승용차","51-60세","남","상해없음","보행자","65세이상","남","사망","126.90310275","37.55686951"
"2012-03-25","01","일","송파구","사망","신천동","1","1","0","0","차대차","측면충돌","측면충돌","신호위반","포장","건조","맑음","교차로","교차로내","승용차","41-50세","여","상해없음","이륜차","13-20세","남","사망","127.10792163","37.51926650"
"2012-03-25","14","일","서대문구","사망","남가좌동","1","1","2","0","차대차","측면충돌","측면충돌","신호위반","포장","건조","맑음","교차로","교차로내","승용차","51-60세","남","사망","승합차","51-60세","남","중상","126.91695128","37.56825960"
"2012-03-29","07","목","강서구","사망","방화동","1","0","0","0","차대사람","기타","기타","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","이륜차","20세이하","남","사망","보행자","13-20세","여","상해없음","126.81533222","37.56835394"
"2012-03-30","10","금","강북구","사망","우이동","1","0","0","0","차대사람","길가장자리구역통행중","길가장자리구역통행중","안전운전 의무 불이행","포장","건조","맑음","교차로","교차로부근","승합차","51-60세","남","상해없음","보행자","65세이상","여","사망","127.01142834","37.66295059"
"2012-03-31","00","토","영등포구","사망","당산동1가","1","0","0","0","차대차","기타","기타","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승합차","31-40세","남","상해없음","이륜차","13-20세","남","사망","126.90514284","37.53238119"
"2012-03-31","05","토","구로구","사망","구로동","1","0","0","0","차량단독","공작물충돌","공작물충돌","안전운전 의무 불이행","포장","건조","맑음","단일로","고가도로위","승용차","31-40세","남","사망","없음","불명","없음","없음","126.88231294","37.49269467"
"2012-04-02","12","월","서초구","사망","반포동","2","2","1","0","차대차","기타","기타","안전운전 의무 불이행","포장","건조","맑음","교차로","교차로내","승용차","61-70세","남","중상","승용차","31-40세","남","사망","127.01154758","37.50257468"
"2012-04-04","02","수","송파구","사망","가락동","1","0","0","0","차대사람","횡단중","횡단중","과속","포장","건조","맑음","교차로","교차로내","승용차","51-60세","남","상해없음","보행자","31-40세","남","사망","127.11157970","37.49031787"
"2012-04-04","20","수","영등포구","사망","신길동","1","0","0","0","차대사람","차도통행중","차도통행중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승합차","41-50세","남","상해없음","보행자","41-50세","남","사망","126.90829473","37.49729838"
"2012-04-05","00","목","양천구","사망","목동","1","0","0","0","차대사람","횡단중","횡단중","과속","포장","건조","맑음","단일로","기타단일로","승용차","41-50세","남","상해없음","보행자","31-40세","남","사망","126.86387417","37.54999472"
"2012-04-05","13","목","중랑구","사망","중화동","1","0","0","0","차대차","측면충돌","측면충돌","안전거리 미확보","포장","건조","맑음","교차로","교차로내","승용차","61-70세","남","상해없음","이륜차","51-60세","남","사망","127.07248812","37.59296425"
